frame	crossing	top_r1	split_r1
4930	16	E2	FF
4931	16	E2	FF
4932	16	E2	FF
4933	16	E2	FF
4934	16	E2	FF
4935	16	E2	FF
4936	16	E2	FF
4937	16	E2	FF
4938	16	E2	FF
4939	16	E2	FF
4940	16	E2	FF
4941	16	E2	FF
4942	16	E2	FF
4943	16	E2	FF
4944	16	E2	FF
4945	16	E2	FF
4946	16	E2	FF
4947	16	E2	FF
4948	16	E2	FF
4949	16	E2	FF
4950	16	E2	FF
4951	16	E2	FF
4952	16	E2	FF
4953	16	E2	FF
4954	16	E2	FF
4955	16	E2	FF
4956	16	E2	FF
4957	16	E2	FF
4958	16	E2	FF
4959	16	E2	FF
4960	16	E2	FF
4961	16	E2	FF
4962	16	E2	FF
4963	16	E2	FF
4964	16	E2	FF
4965	16	E2	FF
4966	16	E2	FF
4967	16	E2	FF
4968	16	E2	FF
4969	16	E2	FF
4970	16	E2	FF
4971	16	E2	FF
4972	16	E2	FF
4973	16	E2	FF
4974	16	E2	FF
4975	16	E2	FF
4976	16	E2	FF
4977	16	E2	FF
4978	16	E2	FF
4979	16	E2	FF
4980	16	E2	FF
4981	16	E2	FF
4982	16	E2	FF
4983	16	E2	FF
4984	16	E2	FF
4985	16	E2	FF
4986	16	E2	FF
4987	16	E2	FF
4988	16	E2	FF
4989	16	E2	FF
4990	16	E2	FF
4991	16	E2	FF
4992	16	E2	FF
4993	16	E2	FF
4994	16	E2	FF
4995	16	E2	FF
4996	16	E2	FF
4997	16	E2	FF
4998	16	E2	FF
4999	16	E2	FF
5000	16	E2	FF
5001	16	E2	FF
5002	16	E2	FF
5003	16	E2	FF
5004	16	E2	FF
5005	16	E2	FF
5006	16	E2	FF
5007	16	E2	FF
5008	16	E2	FF
5009	16	E2	FF
5010	16	E2	FF
5011	16	E2	FF
5012	16	E2	FF
5013	16	E2	FF
5014	16	E2	FF
5015	16	E2	FF
5016	16	E2	FF
5017	16	E2	FF
5018	16	E2	FF
5019	16	E2	FF
5020	16	E2	FF
5021	16	E2	FF
5022	16	E2	FF
5023	16	E2	FF
5024	16	E2	FF
5025	16	E2	FF
5026	16	E2	FF
5027	16	E2	FF
5028	16	E2	FF
5029	16	E2	FF
5030	16	E2	FF
5031	16	E2	FF
5032	16	E2	FF
5033	16	E2	FF
5034	16	E2	FF
5035	16	E2	FF
5036	16	E2	FF
5037	16	E2	FF
5038	16	E2	FF
5039	16	E2	FF
5040	16	E2	FF
5041	16	E2	FF
5042	16	E2	FF
5043	16	E2	FF
5044	16	E2	FF
5045	16	E2	FF
5046	16	E2	FF
5047	16	E2	FF
5048	16	E2	FF
5049	16	E2	FF
5050	16	E2	FF
5051	16	E2	FF
5052	16	E2	FF
5053	16	E2	FF
5054	16	E2	FF
5055	16	E2	FF
5056	16	E2	FF
5057	16	E2	FF
5058	16	E2	FF
5059	16	E2	FF
5060	16	E2	FF
5061	16	E2	FF
5062	16	E2	FF
5063	16	E2	FF
5064	16	E2	FF
5065	16	E2	FF
5066	16	E2	FF
5067	16	E2	FF
5068	16	E2	FF
